Warsaw;429 000 zł;12 595 zł/m²;Powierzchnia34,06 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado zamieszkania;Piętro1/4;Balkon / ogród / tarasbalkon;Czynsz450 zł;Miejsce parkingowezapytaj;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;329 000 zł;10 613 zł/m²;Powierzchnia31 m²;Forma własnościzapytaj;Liczba pokoi2 ;Stan wykończeniazapytaj;Piętroparter;Balkon / ogród / taraszapytaj;Czynszzapytaj;Miejsce parkingowezapytaj;Obsługa zdalnatak;Ogrzewaniezapytaj
Warsaw;565 000 zł;13 780 zł/m²;Powierzchnia41 m²;Forma własnościspółdzielcze wł. z KW;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro1/12;Balkon / ogród / tarasbalkon;Czynsz530 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;750 000 zł;9 868 zł/m²;Powierzchnia76 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado zamieszkania;Piętro6/7;Balkon / ogród / tarasbalkon;Czynsz800 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;289 000 zł;15 211 zł/m²;Powierzchnia19 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado zamieszkania;Piętro7/26;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;1 380 000 zł;13 143 zł/m²;Powierzchnia105 m²;Forma własnościpełna własność;Liczba pokoi5 ;Stan wykończeniado zamieszkania;Piętro2/3;Balkon / ogród / tarasbalkon;Czynsz900 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;832 000 zł;19 810 zł/m²;Powierzchnia42 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado wykończenia;Piętro> 10/26;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;650 000 zł;12 037 zł/m²;Powierzchnia54 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro3/4;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;567 454 zł;10 900 zł/m²;Powierzchnia52,06 m²;Forma własnościpełna własność;Liczba pokoi5 ;Stan wykończeniado wykończenia;Piętro1/5;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;1 220 000 zł;14 635 zł/m²;Powierzchnia83,36 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado zamieszkania;Piętro1/6;Balkon / ogród / tarasbalkon;Czynsz800 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;830 000 zł;9 907 zł/m²;Powierzchnia83,78 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado wykończenia;Piętro1/1;Balkon / ogród / tarasbalkon, ogródek, taras;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniegazowe
Warsaw;949 000 zł;16 995 zł/m²;Powierzchnia55,84 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro7/7;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;700 000 zł;11 667 zł/m²;Powierzchnia60 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniazapytaj;Piętro5/10;Balkon / ogród / tarasbalkon;Czynsz750 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;598 000 zł;8 820 zł/m²;Powierzchnia67,8 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniado zamieszkania;Piętro2/3;Balkon / ogród / tarasbalkon;Czynsz820 zł;Miejsce parkingowegaraż/miejsce parkingowe;Ogrzewaniemiejskie
Warsaw;395 000 zł;13 167 zł/m²;Powierzchnia30 m²;Forma własnościspółdzielcze własnościowe;Liczba pokoi1 ;Stan wykończeniado zamieszkania;Piętroparter/6;Balkon / ogród / tarasogródek;Czynsz380 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;460 000 zł;18 400 zł/m²;Powierzchnia25 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado zamieszkania;Piętro4/5;Balkon / ogród / taraszapytaj;Czynsz330 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;899 000 zł;12 149 zł/m²;Powierzchnia74 m²;Forma własnościspółdzielcze własnościowe;Liczba pokoi4 ;Stan wykończeniado zamieszkania;Piętro2/3;Balkon / ogród / tarasbalkon;Czynsz763 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;1 110 000 zł;16 905 zł/m²;Powierzchnia65,66 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniado wykończenia;Piętro1/5;Balkon / ogród / tarasbalkon;Czynsz11 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniekotłownia
Warsaw;698 000 zł;11 300 zł/m²;Powierzchnia61,77 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro2/2;Balkon / ogród / tarasbalkon;Czynsz700 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;1 615 000 zł;17 126 zł/m²;Powierzchnia94,3 m²;Forma własnościspółdzielcze własnościowe;Liczba pokoi3 ;Stan wykończeniado zamieszkania;Piętroparter/3;Balkon / ogród / taraszapytaj;Czynszzapytaj;Miejsce parkingowezapytaj;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;2 400 000 zł;13 873 zł/m²;Powierzchnia173 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado zamieszkania;Piętro5/5;Balkon / ogród / tarastaras;Czynsz920 zł;Miejsce parkingowegaraż/miejsce parkingowe;Ogrzewaniemiejskie
Warsaw;903 000 zł;19 630 zł/m²;Powierzchnia46 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado wykończenia;Piętro> 10/26;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;1 320 000 zł;14 667 zł/m²;Powierzchnia90 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniado zamieszkania;Piętro1/3;Balkon / ogród / tarasbalkon, taras;Czynsz750 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;615 000 zł;10 364 zł/m²;Powierzchnia59,34 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniado zamieszkania;Piętro3/4;Balkon / ogród / tarasbalkon;Czynsz730 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniekotłownia
Warsaw;630 000 zł;8 400 zł/m²;Powierzchnia75 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado wykończenia;Piętroparter/1;Balkon / ogród / tarasogródek, taras;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniegazowe
Warsaw;573 000 zł;13 549 zł/m²;Powierzchnia42,29 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro4/4;Balkon / ogród / tarastaras;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;994 375 zł;12 500 zł/m²;Powierzchnia79,55 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniazapytaj;Piętroparter/6;Balkon / ogród / taraszapytaj;Czynszzapytaj;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;1 100 000 zł;21 154 zł/m²;Powierzchnia52 m²;Forma własnościzapytaj;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro3/9;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;525 000 zł;11 194 zł/m²;Powierzchnia46,9 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętroparter/4;Balkon / ogród / tarasbalkon;Czynsz507 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;379 000 zł;12 345 zł/m²;Powierzchnia30,7 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado zamieszkania;Piętro1/2;Balkon / ogród / taraszapytaj;Czynsz550 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniegazowe
Warsaw;539 000 zł;5 133 zł/m²;Powierzchnia105 m²;Forma własnościpełna własność;Liczba pokoi5 ;Stan wykończeniado wykończenia;Piętro1/1;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniegazowe
Warsaw;773 628 zł;13 800 zł/m²;Powierzchnia56,06 m²;Forma własnościzapytaj;Liczba pokoi3 ;Stan wykończeniado wykończenia;Piętro1/3;Balkon / ogród / taraszapytaj;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;529 000 zł;10 796 zł/m²;Powierzchnia49 m²;Forma własnościspółdzielcze własnościowe;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro1/11;Balkon / ogród / tarasbalkon;Czynsz500 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;1 126 000 zł;16 319 zł/m²;Powierzchnia69 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniado wykończenia;Piętro> 10/26;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;815 000 zł;19 405 zł/m²;Powierzchnia42 m²;Forma własnościzapytaj;Liczba pokoi2 ;Stan wykończeniazapytaj;Piętro> 10;Balkon / ogród / taraszapytaj;Czynszzapytaj;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;698 000 zł;12 993 zł/m²;Powierzchnia53,72 m²;Forma własnościspółdzielcze wł. z KW;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro7/10;Balkon / ogród / tarasbalkon;Czynsz605 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;520 000 zł;13 000 zł/m²;Powierzchnia40 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro1/3;Balkon / ogród / tarasbalkon, taras;Czynsz650 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniekotłownia
Warsaw;480 000 zł;12 827 zł/m²;Powierzchnia37,42 m²;Forma własnościzapytaj;Liczba pokoi1 ;Stan wykończeniado wykończenia;Piętro3/6;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniegazowe
Warsaw;1 395 000 zł;12 379 zł/m²;Powierzchnia112,69 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado wykończenia;Piętro2/2;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniezapytaj
Warsaw;620 000 zł;8 987 zł/m²;Powierzchnia68,99 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniado wykończenia;Piętro1/1;Balkon / ogród / tarasbalkon, ogródek, taras;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniegazowe
Warsaw;1 590 000 zł;7 067 zł/m²;Powierzchnia225 m²;Forma własnościpełna własność;Liczba pokoi7 ;Stan wykończeniado zamieszkania;Piętro2/3;Balkon / ogród / tarasbalkon, taras;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniegazowe
Warsaw;747 000 zł;18 000 zł/m²;Powierzchnia41,5 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro7/9;Balkon / ogród / tarasbalkon;Czynsz680 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;1 850 000 zł;17 290 zł/m²;Powierzchnia107 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado wykończenia;Piętro4/4;Balkon / ogród / taraszapytaj;Czynsz500 zł;Miejsce parkingowezapytaj;Obsługa zdalnatak;Ogrzewaniegazowe
Warsaw;289 000 zł;15 211 zł/m²;Powierzchnia19 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado wykończenia;Piętro7/26;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;699 000 zł;9 986 zł/m²;Powierzchnia70 m²;Forma własnościspółdzielcze własnościowe;Liczba pokoi3 ;Stan wykończeniazapytaj;Piętro5/5;Balkon / ogród / taraszapytaj;Czynsz688 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;747 000 zł;18 000 zł/m²;Powierzchnia41,5 m²;Forma własnościpełna własność;Liczba pokoi2 ;Stan wykończeniado zamieszkania;Piętro7/9;Balkon / ogród / tarasbalkon;Czynsz680 zł;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;1 850 000 zł;17 290 zł/m²;Powierzchnia107 m²;Forma własnościpełna własność;Liczba pokoi4 ;Stan wykończeniado wykończenia;Piętro4/4;Balkon / ogród / taraszapytaj;Czynsz500 zł;Miejsce parkingowezapytaj;Obsługa zdalnatak;Ogrzewaniegazowe
Warsaw;289 000 zł;15 211 zł/m²;Powierzchnia19 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado wykończenia;Piętro7/26;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;699 000 zł;9 986 zł/m²;Powierzchnia70 m²;Forma własnościspółdzielcze własnościowe;Liczba pokoi3 ;Stan wykończeniazapytaj;Piętro5/5;Balkon / ogród / taraszapytaj;Czynsz688 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;580 000 zł;11 262 zł/m²;Powierzchnia51,5 m²;Forma własnościspółdzielcze wł. z KW;Liczba pokoi3 ;Stan wykończeniado zamieszkania;Piętro2/2;Balkon / ogród / taraszapytaj;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;555 000 zł;9 112 zł/m²;Powierzchnia60,91 m²;Forma własnościpełna własność;Liczba pokoi3 ;Stan wykończeniazapytaj;Piętro9/12;Balkon / ogród / tarasbalkon;Czynsz720 zł;Miejsce parkingowezapytaj;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;280 000 zł;16 471 zł/m²;Powierzchnia17 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado wykończenia;Piętro3/4;Balkon / ogród / tarasbalkon;Czynszzapytaj;Miejsce parkingowegaraż/miejsce parkingowe;Obsługa zdalnazapytaj;Ogrzewaniezapytaj
Warsaw;779 990 zł;14 471 zł/m²;Powierzchnia53,9 m²;Forma własnościspółdzielcze wł. z KW;Liczba pokoi3 ;Stan wykończeniado zamieszkania;Piętro9/10;Balkon / ogród / tarasbalkon;Czynsz720 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
Warsaw;451 000 zł;14 548 zł/m²;Powierzchnia31 m²;Forma własnościpełna własność;Liczba pokoi1 ;Stan wykończeniado wykończenia;Piętro5;Balkon / ogród / taraszapytaj;Czynszzapytaj;Miejsce parkingowezapytaj;Obsługa zdalnatak;Ogrzewaniemiejskie
Warsaw;836 000 zł;13 291 zł/m²;Powierzchnia62,9 m²;Forma własnościspółdzielcze wł. z KW;Liczba pokoi3 ;Stan wykończeniado zamieszkania;Piętro7/12;Balkon / ogród / tarasbalkon;Czynsz650 zł;Miejsce parkingowezapytaj;Obsługa zdalnazapytaj;Ogrzewaniemiejskie
